ch01_s06_ursula	一八四〇年代哥伦比亚村屋。一个身材娇小、活力充沛、神色严肃的中年女人正在忙碌：一手端着陶盆，裙摆带起动感，屋内一尘不染，粗木家具、夯平的泥地、敞开的旧箱子里叠着衣服。窗外花开的露台。她的神情坚定，不笑。
ch01_s06_birds	一八四〇年代哥伦比亚村庄的屋檐和庭院，密密麻麻停满各种小鸟——拟黄鹂、金丝雀、蓝鸲、知更鸟，空中还有更多在飞。一个娇小的女人站在院子里用手指堵住耳朵，表情崩溃。一棵大栗树。铜版画的密集排线表现鸟群。
ch01_s07_expedition	一八四〇年代哥伦比亚。一个高大结实、胡须凌乱的中年男人把开荒砍刀扛在肩上走在最前面，回头招手。身后跟着一列十几个带着背包、砍刀和猎枪的男人，正离开村子走向远处黑压压的丛林。晨光低斜，剪影感强。
ch01_s07_drake	十六世纪的加勒比海岸古城。英国海盗弗朗西斯·德雷克爵士站在炮位旁，士兵们用大炮轰击河口的鳄鱼取乐，硝烟弥漫，水面上翻起浪花和鳄鱼。远处是殖民地城墙和帆船。夸张而荒诞的场面。
ch01_s07_sirens	一片广袤无垠的海面，水下浮现出几头皮肤娇嫩的鲸类怪物，长着女人的头颅和身体、巨大的乳房，正望向一艘小船上失魂落魄的航海者。雾气弥漫，海面平静得诡异。铜版画的航海怪物志风格。
ch01_s08_jungle	热带原始丛林深处，天光被树冠完全遮蔽，一片永恒的幽暗。十几个男人排成一列，靴子陷进泥泞的油窟，用砍刀劈开挡路的巨大蕨类和百合，身影像梦游人。几只发光的昆虫是唯一的光源。潮湿窒息的压迫感。
ch01_s08_galleon	一片热带丛林深处的空地上，赫然停着一艘覆满尘埃的白色西班牙大帆船，船身向右微倾，桅杆完好，残破的船帆挂在上面，缆索上开着兰花，船身覆满苔藓，牢牢嵌在乱石地里。四周是巨大的蕨类和棕榈。清晨的光斜射下来。几个渺小的男人站在船前仰头看，衬出船的巨大。
ch01_s08_sea	灰白肮脏、泡沫翻腾的海面，浪拍在荒凉的沙滩上。一个高大的胡须男人站在浅水里，双臂张开仰头大喊，神情崩溃而愤怒。身后几个精疲力竭的男人瘫坐在沙滩上。天空阴沉。
ch01_s09_refusal	一八四〇年代哥伦比亚村屋内景。一个身材娇小、神色严厉的女人站在屋子中央，神情坚定地看着对面。一个高大的中年男人正在拆卸小屋的房门，手停在门框上回头看她。地上散落钉好的木箱笼，箱上刷着名字缩写。窗外阳光暴晒的菜园里有两个赤脚的孩子。
ch01_s09_children_window	一八四〇年代村屋的窗内视角。窗外是阳光暴晒的菜园，两个赤脚的男孩站在土里，一个高大健壮，一个瘦小沉默。窗内一个高大的中年男人扶着窗框凝视他们，眼眶湿润。逆光，尘埃在光里浮动。
ch01_s10_jose_son	一八四〇年代哥伦比亚。一个十四岁的少年，脑袋四方，头发粗硬，体格已经很健壮，站在院子里劈柴或扛着木料，神情固执倔强，眼神里没有什么想象力。背景是泥墙和栗树。半身构图。
ch01_s10_aureliano_baby	一八四〇年代村屋内。一张床上刚出生的婴儿大睁着双眼，不哭不闹，好奇地打量房间。接生的女人和母亲围在旁边，神情惊异。屋顶是棕榈叶铺成的，在雨水压力下下垂。烛光。
ch01_s10_pot	一八四〇年代哥伦比亚村屋的简陋厨房。一个约三岁的小男孩站在门口，一脸困惑地看着桌子。桌子中央一口滚烫的汤锅正在向桌边移动，即将掉落，热气升起。一个娇小的女人在灶台边转过头，神情警觉。光从侧窗射入。
ch01_s11_market	一八四〇年代村庄街道变成喧闹的吉卜赛集市。年轻俊美的吉卜赛人载歌载舞，笼子里染成各种颜色的鹦鹉在唱歌，母鸡下出金蛋，一只训练有素的猴子，还有奇形怪状的机器。人群拥挤混乱，村民在自己的街道上迷路。密集的铜版画排线。
ch01_s11_tar	一八四〇年代集市帐篷前。一个吉卜赛人刚喝下一杯琥珀色液体，正在化成一摊热气腾腾的柏油，人形已经塌陷一半，蒸汽上升。围观的人群惊骇后退。一个高大的胡须男人在人群中张着嘴，神情呆滞。诡异而突兀。
ch01_s11_touch	一八四〇年代集市帐篷内部。一个打开的海盗藏宝箱里放着一块巨大的透明冰块，寒气蒸腾，光在冰里破碎成星芒。一个约六岁的小男孩刚把手放上去又猛地缩回，惊叫。旁边一个高大的胡须男人狂喜地把手按在冰上。一个遍体生毛、鼻穿铜环的光头巨人在旁看守。
